ico_name,ticker,platform,token,country,hardcap,softcap,raised,ih_hardcap,ih_softcap,ih_raised,bounty_status,facebook_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating,date_ended
Customizable Basic Income,CBI,N/A,N/A,N/A,N/A,N/A,N/A,2000000000,"16000000.00",0,1,1,1,1,1,N/A,N/A,N/A,1,1,1,1,1,-,1,2017-10-29
Hope token,HOPE,N/A,N/A,N/A,N/A,N/A,N/A,200000000000,1000000000,0,1,1,1,-,1,N/A,N/A,N/A,N/A,1,1,1,N/A,-,1,2017-11-15
Coin,FUPOOF,N/A,N/A,N/A,N/A,N/A,N/A,1000000,"600000.00",0.66,5,1,1,1,1,1.3,1.2,N/A,N/A,N/A,N/A,N/A,N/A,-,1.3,2017-10-31
OFID,OFT,Ethereum,ERC20,China,20000000,N/A,Unknown,2000000000,2000000000,0,5,1,1,1,1,1,Benchy,1.5,5,N/A,N/A,1.8,3.7,1.9,1.8,"Dec, 2017"
Acuitty,ACUITTY TOKENS,N/A,N/A,N/A,N/A,N/A,N/A,21000000,21000000.00",0,5,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,1.6,2.1,1.9,1,2017-11-16
cryptex.network,XET,N/A,N/A,N/A,N/A,N/A,Unknown,2500000,"2500000.00",0,-,1,1,1,1,1,Benchy,1.0,1,1.0,1.0,1.1,2.3,-,1.1,2017-12-15
Proxy Card,EPRX,N/A,N/A,N/A,N/A,N/A,N/A,20000000,20000000,1,2,2,2,1,1,N/A,Benchy,1.2,1,2,1.5,1.7,4.2,-,1.7,2017-12-13
Hamilton,,Waves,"3,000,000 Hamilton",Russia,1000000,500000,Unknown,100000000,5000000,0,1,1,1,1,1,3,Benchy,2.0,1,2.0,3.0,1.7,3.7,1.9,1.7,2017-12-01
ESTATE COIN,ESTATE,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,3,-,3,3,3,4,N/A,N/A,3,4,4.1,3.8,4.5,1.6,4,2017-09-30
WIRE-X,,Ethereum,ERC223,N/A,N/A,N/A,Unknown,50000000,"50000000.00",0,-,1,1,1,1,4,Benchy,1.0,5,1.0,1.0,1.3,1.9,1.8,1.3,2017-10-20
Tomahawkcoin,TOM,Waves,"100,000,000 TOM (50%)",USA,N/A,N/A,N/A,500000000,5000000,0,3,1,1,1,1,1,N/A,N/A,1,1,1,1.1,2.1,1.3,1.2,2017-08-30
AQUA Rights,AQUA,N/A,N/A,N/A,N/A,N/A,N/A,33500000,500000,0,-,1,1,1,1,N/A,N/A,N/A,N/A,1,1,1.5,3.0,1.2,2,2017-09-15
ConPay,COP,N/A,N/A,N/A,N/A,N/A,N/A,6580000,658000,60,3,3,3,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,2017-11-01
Skye Properties,SKYE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6000000,0,-,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,1.4,3.5,1.3,1.4,2017-12-28
Vyral ICO,SHARE,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.2,4.7,2.3,4.7,2017-12-24
HOLDME,HME,Ethereum,"63,000,000 HME",USA,N/A,"500000",1022753,500000,1022753,100,2,-,-,-,1,7,Benchy,3,10,N/A,3.5,2.6,6.9,2.4,4.6,2017-12-15
GuideCTF,GCTF,Waves,"39,999,999 GCTF (45%)",Russia,N/A,1500000,Unknown,150000000,150000000,0,-,1,1,1,1,1,Benchy,2.0,1,2.0,2.0,1.7,2.8,2.0,1.7,2017-12-29
Devenetwork,DEV,N/A,N/A,N/A,N/A,N/A,N/A,3000000000,300000000,0,-,1,1,1,2,N/A,1,2,1.4,1.2,1.3,2.4,5.1,2.8,2.4,2018-03-30
indaHash,IDH,N/A,N/A,N/A,"320000000","40000000",42000000,320000000,"40000000.00 ",1308,5,4,4,1,1,N/A,Benchy,4.1,4.2,4.3,4.2,4.1,3.9,-,4.0,2017-12-20
Datum,DAT,N/A,N/A,N/A,61200,5000,7200000,6120000,500000,57,3,5,5,3,3,3,Benchy,3.0,3.6,4.0,4.2,4.3,3.7,-,4.0,2017-11-29
VerifyUnion,UCN,Ethereum,ERC20,Singapore,100000,1000,Unknown,100000,1000,20,1,3,3,1,3,7,Benchy,N/A,10,3.5,2.7,2.9,7.7,3.8,3.9,2017-12-03
Simple Token,,N/A,N/A,N/A,20000000,20000000,22000000,20000000,20000000,100,2,1,1,1,5,N/A,Benchy,3.4,3.9,2.3,2.7,2,2.4,-,4.1,2017-12-15



Sur-Ple,ANYCOIN,Ethereum,ERC20,South Korea,N/A,N/A,Unknown,N/A,N/A,N/A,-,1,1,-,-,1,Benchy,1.0,1,1.0,1.0,1.7,2.6,1.7,1.7,2017-12-05
Demicoin,DEC,Ethereum,ERC20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,1,N/A,N/A,1,N/A,N/A,1.8,2.3,-,N/A,2017-12-28
Our Coin Classic ICo,,N/A,N/A,N/A,N/A,N/A,N/A,20000000000,1000000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-01
Tingo Coin,TING,N/A,N/A,N/A,N/A,N/A,N/A,6000000000,3000000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.2,N/A,2017-09-01
HABRICKS COIN,,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,1.5,1.9,-,1.5,2017-12-02
BettingWin,BTW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.8,2.3,-,N/A,2017-09-19
BOLENUM,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,5,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.0,N/A,1.3,N/A,2017-08-14
Protex,PTX,Ethereum,ERC20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,-,-,-,-,4,Benchy,N/A,1,N/A,N/A,1.7,3.7,-,1.7,"Dec, 2017"

Bit Life and Trust,,N/A,N/A,N/A,N/A,N/A,N/A,10000000000,"70 000 000.00 BLT",N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-30
FairAppToken,XFT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap100 000 000.00 XFT",N/A,3,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-31
Tombet,TOM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1200000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-30
Weigrate,WRT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-15
Zeelcoin,ZELC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-14
Global Business System,GBST,N/A,N/A,N/A,N/A,N/A,N/A,1500000000,500000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-30
SGelder token,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-06
Gamity,,Ethereum,"Total supply:
1,000,000,000 GMT",Russia,N/A,N/A,N/A,N/A,N/A,N/A,1,-,-,-,1,3,Benchy,N/A,1,N/A,N/A,1.6,3.1,2.0,1.6,2017-12-01
SALT COIN,SCOIN,Ethereum,ERC223,USA,N/A,N/A,N/A,N/A,7250000000,N/A,2,1,1,-,-,6,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A,2017-12-24
V-Coins Global,VCS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
10 000 000.00 EURO",N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.5,4.4,1.3,N/A,2017-12-15
Propthereum,PTC,Ethereum,ERC20,South Africa,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,N/A,1,N/A,N/A,1.6,4.9,-,1.6,2017-12-20
Peerplays,PPY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,5,5,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,1.3,2017-05-14
Aterious,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-06
TrueBit,TM-TRUEBIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.7,2.4,4.1,N/A,2017-12-01
Starcoin,,Ethereum,ERC20,South Korea,N/A,N/A,N/A,240000,"800.00 ",N/A,-,1,1,-,-,10,N/A,N/A,1,N/A,N/A,-,-,-,N/A,2017-11-10
DOLECOIN,DOLC,Ethereum,ERC20,N/A,10690199,10690199,10690199,N/A,N/A,N/A,1,1,1,-,-,5,Benchy,1.0,1,1.0,1.2,1.2,4.2,1.6,1.2,2017-12-30
TrueBit,TM-TRUEBIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.7,2.4,4.1,N/A,2017-12-01
bHotspot,,Ethereum,ERC20,France,N/A,N/A,N/A,N/A,N/A,100,-,-,-,-,-,7,N/A,N/A,1,N/A,N/A,N/A,N/A,-,N/A,2017-08-15
DropLex,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.6,3.3,1.7,N/A,2017-07-28
Freewatch,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
40 000 000.00 WATCH",N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-27
GraftPolymer,GRAFT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
500 000.00 GRAFT",N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-24
eTardis,EDIS,Ethereum,ERC20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,5,Benchy,N/A,1,N/A,N/A,1.6,4.4,1.7,1.6,2017-10-08
KR8OS,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-10
Rainbow Currency,TWNKL,N/A,N/A,N/A,"38,000,000,000",N/A,Unknown,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,1.2,2017-11-17
ReOrder,RCOIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,1,N/A,N/A,N/A,N/A,N/A,N/A,1.7,3.9,1.6,N/A,2017-10-21
GAT Token,,N/A,N/A,N/A,N/A,N/A,N/A,11111100,188800,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-10
COINLESS,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-08-30
Extreme Sportsbook,XSB,N/A,N/A,N/A,N/A,N/A,3612015,1800000000,"
15 000 000.00 XSB",N/A,3,1,1,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,1.5,2.3,1.2,1.5,2017-12-15
TryCoin ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-07-30
injoin,III,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-08
Blockchain Board of Derivatives,BBD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-01
Rich Coin,RCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
1 000 000 000.00 RCH",0,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-15
TORQALL,TRQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.5,4.6,2.0,N/A,2017-12-31
ROIN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
50 000 000.00 XML",N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-30
VR COIN,VRT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100000000,20,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-10
USHBA.IO,UBC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-01
Rent Token,RENT,N/A,N/A,N/A,N/A,N/A,N/A,6000000000,100000000,N/A,2,1,1,-,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-02
VR COIN,VRT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100000000,20,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-10
DestiNeed,DSN,Ethereum,ERC20,USA,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,1,Benchy,2.0,4,1.0,3.0,1.7,3.0,1.6,1.7,2017-11-01
Macroverse Crowdsale,MRV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.6,4.4,1.4,N/A,2017-10-01
QuickBetCoin,QBC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
500 000 000.00 QBC",0,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-15
Maler Grupp,MLR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-15
Arbitrage Crypto Trader ICO,,N/A,N/A,N/A,N/A,N/A,N/A,1040000,220000,0,5,2,2,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-25
Spank Coin,SPNK,N/A,N/A,N/A,N/A,N/A,N/A,3000000,600000,59,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0,N/A,2017-10-15
3des.network,,N/A,N/A,N/A,N/A,N/A,N/A,3500000,140000,29,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-30
FLiK,FLIK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-20
Native Currency ICO,NATV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
30 000 000.00 NATV",N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-03
Escroco,,N/A,N/A,N/A,N/A,N/A,N/A,310000000,"
2 000 000.00 ESC",15,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-20
Spotree,,N/A,N/A,N/A,N/A,N/A,N/A,30000000000,"
50 000 000.00 SPT",32,2,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-31
Market Maker,MMC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-08-31
Displayio,DPLY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-20
AmberPort,AMBR,N/A,N/A,N/A,N/A,N/A,N/A,2500000000,80000000,18,5,1,1,-,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-06
MetalZoom Energy,PIV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
1 500.00 LTC",N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-31
Ethereum Metal,ETM,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,1.0,N/A,1.0,1.0,1.0,3.7,1.0,1.0,2017-12-31
Liberstad,TM-LIBERSTAD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-05-19
RAAcoin,RAA,Ethereum,ERC20,N/A,2000000,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,1,Benchy,N/A,1,N/A,N/A,1.3,2.1,1.4,1.3,"Aug, 2017"
PayAll ICO,PLL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-20
Zangll,ZNGL,Ethereum,ERC20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,8,Benchy,1.0,1,1.2,1.2,1.1,4.4,3.4,1.1,2017-12-28
Sunlightcoin,,N/A,N/A,N/A,N/A,N/A,N/A,5000000,5000000,11,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-17
Digi Token,DIGI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7500000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-19
Blockchain Financial,BCF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
90 000 000.00 BCF",N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-15
BIT-X,BIXCOIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2000000,13,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-16
Baobab ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-07
Number One Dime ICO,N1D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.1,2.3,0.8,N/A,2017-12-31
The Legends Room,VIP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,2,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.1,4.9,0.9,N/A,2017-05-14
COPICO,XCPO,N/A,"Total supply:
22,940,540 XCPO",N/A,N/A,N/A,N/A,N/A,"Cap
200 000 000.00 XCPO",N/A,5,-,-,-,-,7,Benchy,1.0,1,1.0,1.0,-,-,-,1.1,2017-11-06
WYNG Pre-ICO,WYNG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-09-27
MorphX,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-13
Trending.me,TRENDS,N/A,N/A,N/A,N/A,N/A,N/A,6100000000,"
15 000 000.00 TRENDS",N/A,2,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-22
BECKSANG,ARI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-14
Metalleum,,N/A,N/A,N/A,N/A,N/A,N/A,1621800000,150000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-16
Gratuity,TIP,Waves,"
6,000,000,000 TIP",UK,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,1,Benchy,1.0,1,1.0,1.0,1.1,2.3,0.7,1.1,"Dec, 2017"
EvenCoin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
100 000 000.00 EVN",N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-15
AdPerks,PERK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
200 000 000.00 TOKENS",N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-04
ToTheMoonimus,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
40 000 000.00 TMT",N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-31
Justmake ICO,JM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.1,1.9,-,N/A,2017-10-31
MEMTUM,MEMT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
700 000.00 MEMT",N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-15
PrettyCoin,PCT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
1 000 000.00",N/A,5,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-26
Kitex Pre-ICO,KITX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000000,N/A,5,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-11
Pumptoken,PUMP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
2 700 000.00 PUMP",N/A,1,-,-,-,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-11
Cloud Token,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-28
Inkchain (ICO CLOSED),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,0.7,1.1,1.0,N/A,2017-08-17
Redemption Technologies,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-11
Star Wars Coin ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-08-26
Bitnan,BRT,N/A,N/A,N/A,N/A,N/A,N/A,9000000,600000,8,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-16
E/CAPITAL ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-13
QUINTEK,,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,500000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-10-31
Playkey.io ICO,PKT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,5,4,4,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-01
SALT LENDING,SALT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-22
AthenticID ATHAU ICO,ATHAU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,6.5,3.3,N/A,2017-12-23
StokIT,STO,NEO,N/A,Canada,50000,N/A,Unknown,N/A,N/A,N/A,-,1,1,-,-,7,Benchy,N/A,5,N/A,N/A,2.7,5.3,2.5,2.7,2017-12-15
BEEQB Token,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,1,-,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.6,-,N/A,2017-12-29
AVESTA ICO,AVE,N/A,N/A,N/A,N/A,N/A,N/A,9500000000,"Cap
12 500 000.00 AVE",N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.2,5.4,-,N/A,2017-12-20
Qbao ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-01
Ginger,GGC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Dec, 2017"
Crypto Credit Card ICO,CCCR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,5.6,-,N/A,2017-12-04
Bitpoker,CHIP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
500.00 ",N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0,N/A,2017-10-05
Bitwinner,BWC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-12-31
Etherex,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4,N/A,2017-07-24
Boardroom,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4,N/A,2017-09-01
TransActive Grid,TM-TAG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-01-30
Pave,GCAT,Ethereum,ERC20,USA,N/A,N/A,N/A,N/A,N/A,N/A,-,3,3,-,-,10,Benchy,N/A,1,N/A,N/A,1.7,6.0,-,1.7,2017-12-01
Pave,GCAT,Ethereum,ERC20,USA,N/A,N/A,N/A,N/A,N/A,N/A,-,3,3,-,-,10,Benchy,N/A,1,N/A,N/A,1.7,6.0,-,1.7,2017-12-01
